memory_id,retrieval_count,positive_feedback_count,neutral_feedback_count,negative_feedback_count,average_utility,quality_score,quarantined,quarantine_reason,downgraded
M093969,1,0,0,1,-1.0,0.4,False,,False
M083379,2,2,0,0,1.0,0.7,False,,False
M082664,1,0,1,0,0.0,0.5,False,,False
M094551,1,1,0,0,1.0,0.6,False,,False
M101647,2,0,2,0,0.0,0.5,False,,False
M038744,1,1,0,0,1.0,0.6,False,,False
M057240,1,1,0,0,1.0,0.6,False,,False
M034777,2,0,2,0,0.0,0.5,False,,False
M041599,1,0,0,1,-1.0,0.4,False,,False
M087689,1,0,1,0,0.0,0.5,False,,False
M079495,1,1,0,0,1.0,0.6,False,,False
M097121,1,0,0,1,-1.0,0.4,False,,False
M035729,2,2,0,0,1.0,0.7,False,,False
M079588,1,1,0,0,1.0,0.6,False,,False
M092117,2,2,0,0,1.0,0.7,False,,False
M019204,1,1,0,0,1.0,0.6,False,,False
M043291,1,0,0,1,-1.0,0.4,False,,False
M003838,1,0,1,0,0.0,0.5,False,,False
M002712,1,1,0,0,1.0,0.6,False,,False
M045109,1,1,0,0,1.0,0.6,False,,False
M005268,1,1,0,0,1.0,0.6,False,,False
M033350,2,2,0,0,1.0,0.7,False,,False
M008348,1,1,0,0,1.0,0.6,False,,False
M028341,2,2,0,0,1.0,0.7,False,,False
M003427,1,0,1,0,0.0,0.5,False,,False
M044439,1,1,0,0,1.0,0.6,False,,False
M073987,1,1,0,0,1.0,0.6,False,,False
M019110,1,1,0,0,1.0,0.6,False,,False
M067565,2,2,0,0,1.0,0.7,False,,False
M074295,1,0,0,1,-1.0,0.4,False,,False
M012291,1,1,0,0,1.0,0.6,False,,False
M000051,1,0,1,0,0.0,0.5,False,,False
M008018,1,0,0,1,-1.0,0.4,False,,False
M006210,1,1,0,0,1.0,0.6,False,,False
M006231,1,1,0,0,1.0,0.6,False,,False
M021304,1,0,1,0,0.0,0.5,False,,False
M009819,1,1,0,0,1.0,0.6,False,,False
M021610,1,0,1,0,0.0,0.5,False,,False
M013031,1,1,0,0,1.0,0.6,False,,False
M043601,1,0,0,1,-1.0,0.4,False,,False
M097732,1,0,1,0,0.0,0.5,False,,False
M062759,1,0,0,1,-1.0,0.4,False,,False
M064303,2,0,2,0,0.0,0.5,False,,False
M091444,1,0,0,1,-1.0,0.4,False,,False
M037809,1,0,1,0,0.0,0.5,False,,False
M041267,2,0,0,2,-1.0,0.30000000000000004,False,,True
M079965,1,1,0,0,1.0,0.6,False,,False
M069882,1,1,0,0,1.0,0.6,False,,False
M055973,1,0,1,0,0.0,0.5,False,,False
M002152,1,0,1,0,0.0,0.5,False,,False
M005182,1,1,0,0,1.0,0.6,False,,False
M012946,1,0,1,0,0.0,0.5,False,,False
M005640,1,0,1,0,0.0,0.5,False,,False
M004959,1,1,0,0,1.0,0.6,False,,False
M043743,2,2,0,0,1.0,0.7,False,,False
M065514,2,2,0,0,1.0,0.7,False,,False
M045607,2,2,0,0,1.0,0.7,False,,False
M002651,2,2,0,0,1.0,0.7,False,,False
M058567,2,2,0,0,1.0,0.7,False,,False
M002285,1,0,1,0,0.0,0.5,False,,False
M015871,3,3,0,0,1.0,0.7999999999999999,False,,False
M002344,1,1,0,0,1.0,0.6,False,,False
M031351,1,0,1,0,0.0,0.5,False,,False
M009019,1,1,0,0,1.0,0.6,False,,False
M093850,1,0,1,0,0.0,0.5,False,,False
M045544,1,1,0,0,1.0,0.6,False,,False
M081475,1,1,0,0,1.0,0.6,False,,False
M090975,1,1,0,0,1.0,0.6,False,,False
M045205,1,0,0,1,-1.0,0.4,False,,False
M057338,1,0,1,0,0.0,0.5,False,,False
M100489,1,1,0,0,1.0,0.6,False,,False
M089870,1,1,0,0,1.0,0.6,False,,False
M022557,1,1,0,0,1.0,0.6,False,,False
M069375,1,0,0,1,-1.0,0.4,False,,False
M060584,1,0,1,0,0.0,0.5,False,,False
M071307,1,1,0,0,1.0,0.6,False,,False
M083520,1,0,1,0,0.0,0.5,False,,False
M066999,1,1,0,0,1.0,0.6,False,,False
M076530,1,0,1,0,0.0,0.5,False,,False
M011668,1,0,1,0,0.0,0.5,False,,False
M006137,1,0,1,0,0.0,0.5,False,,False
M023445,1,1,0,0,1.0,0.6,False,,False
M002365,1,1,0,0,1.0,0.6,False,,False
M033194,1,1,0,0,1.0,0.6,False,,False
M030498,2,0,2,0,0.0,0.5,False,,False
M082689,1,1,0,0,1.0,0.6,False,,False
M027614,1,0,1,0,0.0,0.5,False,,False
M060006,1,1,0,0,1.0,0.6,False,,False
M033598,1,1,0,0,1.0,0.6,False,,False
M092666,1,1,0,0,1.0,0.6,False,,False
M085177,1,1,0,0,1.0,0.6,False,,False
M043256,1,0,1,0,0.0,0.5,False,,False
M090587,1,1,0,0,1.0,0.6,False,,False
M097981,1,1,0,0,1.0,0.6,False,,False
M072083,1,1,0,0,1.0,0.6,False,,False
M072163,1,0,0,1,-1.0,0.4,False,,False
M057476,2,2,0,0,1.0,0.7,False,,False
M019241,1,1,0,0,1.0,0.6,False,,False
M046336,1,1,0,0,1.0,0.6,False,,False
M045002,1,0,0,1,-1.0,0.4,False,,False
M068277,2,0,2,0,0.0,0.5,False,,False
M063785,1,0,1,0,0.0,0.5,False,,False
M090625,1,0,0,1,-1.0,0.4,False,,False
M025732,1,1,0,0,1.0,0.6,False,,False
M077190,1,1,0,0,1.0,0.6,False,,False
M079288,1,0,1,0,0.0,0.5,False,,False
M044005,1,0,0,1,-1.0,0.4,False,,False
M039218,1,0,0,1,-1.0,0.4,False,,False
M020214,1,1,0,0,1.0,0.6,False,,False
M016478,1,0,1,0,0.0,0.5,False,,False
M072940,2,0,2,0,0.0,0.5,False,,False
M051994,1,0,1,0,0.0,0.5,False,,False
M046643,2,2,0,0,1.0,0.7,False,,False
M012675,1,1,0,0,1.0,0.6,False,,False
M076504,1,0,1,0,0.0,0.5,False,,False
M060183,1,1,0,0,1.0,0.6,False,,False
M088768,3,3,0,0,1.0,0.7999999999999999,False,,False
M072455,1,0,1,0,0.0,0.5,False,,False
M085762,3,0,3,0,0.0,0.5,False,,False
M084860,2,2,0,0,1.0,0.7,False,,False
M101256,1,1,0,0,1.0,0.6,False,,False
M079216,1,0,1,0,0.0,0.5,False,,False
M076230,3,0,3,0,0.0,0.5,False,,False
M072410,2,2,0,0,1.0,0.7,False,,False
M087118,1,1,0,0,1.0,0.6,False,,False
M078654,1,1,0,0,1.0,0.6,False,,False
M063842,1,1,0,0,1.0,0.6,False,,False
M004966,1,0,1,0,0.0,0.5,False,,False
M039163,1,0,1,0,0.0,0.5,False,,False
M042819,1,1,0,0,1.0,0.6,False,,False
M077241,1,1,0,0,1.0,0.6,False,,False
M036615,1,1,0,0,1.0,0.6,False,,False
M094093,1,1,0,0,1.0,0.6,False,,False
M069427,1,1,0,0,1.0,0.6,False,,False
M026618,1,1,0,0,1.0,0.6,False,,False
M004156,1,0,0,1,-1.0,0.4,False,,False
M016902,1,0,1,0,0.0,0.5,False,,False
M008422,1,1,0,0,1.0,0.6,False,,False
M030399,1,1,0,0,1.0,0.6,False,,False
M035217,1,1,0,0,1.0,0.6,False,,False
M026531,1,0,1,0,0.0,0.5,False,,False
M050793,1,1,0,0,1.0,0.6,False,,False
M085802,1,1,0,0,1.0,0.6,False,,False
M015844,1,0,0,1,-1.0,0.4,False,,False
M086749,1,1,0,0,1.0,0.6,False,,False
M069310,1,1,0,0,1.0,0.6,False,,False
M069407,1,1,0,0,1.0,0.6,False,,False
M074603,1,0,1,0,0.0,0.5,False,,False
M047666,1,0,1,0,0.0,0.5,False,,False
M034341,1,0,1,0,0.0,0.5,False,,False
M034958,1,1,0,0,1.0,0.6,False,,False
M026984,1,1,0,0,1.0,0.6,False,,False
M027577,1,1,0,0,1.0,0.6,False,,False
M032476,2,2,0,0,1.0,0.7,False,,False
M070878,1,1,0,0,1.0,0.6,False,,False
M068844,1,1,0,0,1.0,0.6,False,,False
M066801,2,2,0,0,1.0,0.7,False,,False
M060900,1,0,1,0,0.0,0.5,False,,False
M093677,1,1,0,0,1.0,0.6,False,,False
M019344,1,0,1,0,0.0,0.5,False,,False
M029769,1,1,0,0,1.0,0.6,False,,False
M024445,1,0,1,0,0.0,0.5,False,,False
M032569,2,2,0,0,1.0,0.7,False,,False
M027936,1,1,0,0,1.0,0.6,False,,False
M071766,1,1,0,0,1.0,0.6,False,,False
M043700,2,0,2,0,0.0,0.5,False,,False
M082130,2,2,0,0,1.0,0.7,False,,False
M059950,1,0,1,0,0.0,0.5,False,,False
M079572,1,0,0,1,-1.0,0.4,False,,False
M005147,1,1,0,0,1.0,0.6,False,,False
M097584,1,1,0,0,1.0,0.6,False,,False
M013229,1,1,0,0,1.0,0.6,False,,False
M062616,2,2,0,0,1.0,0.7,False,,False
M012977,1,1,0,0,1.0,0.6,False,,False
M030953,1,0,1,0,0.0,0.5,False,,False
M021584,1,0,1,0,0.0,0.5,False,,False
M010067,1,0,1,0,0.0,0.5,False,,False
M016558,1,1,0,0,1.0,0.6,False,,False
M017273,1,0,1,0,0.0,0.5,False,,False
M005643,2,2,0,0,1.0,0.7,False,,False
M007423,1,1,0,0,1.0,0.6,False,,False
M023157,1,1,0,0,1.0,0.6,False,,False
M082729,2,2,0,0,1.0,0.7,False,,False
M084686,3,3,0,0,1.0,0.7999999999999999,False,,False
M078500,2,0,0,2,-1.0,0.30000000000000004,False,,True
M040753,3,0,0,3,-1.0,0.20000000000000004,True,retrieval_count=3>=N_MIN=3 and average_utility=-1.0000<=BETA=-0.2,True
M002315,1,1,0,0,1.0,0.6,False,,False
M018679,1,0,0,1,-1.0,0.4,False,,False
M020777,1,0,1,0,0.0,0.5,False,,False
M008576,1,1,0,0,1.0,0.6,False,,False
M022035,1,1,0,0,1.0,0.6,False,,False
M038870,1,0,0,1,-1.0,0.4,False,,False
M093505,1,0,1,0,0.0,0.5,False,,False
M038554,1,1,0,0,1.0,0.6,False,,False
M028148,1,0,1,0,0.0,0.5,False,,False
M027872,1,0,1,0,0.0,0.5,False,,False
M080546,1,0,1,0,0.0,0.5,False,,False
M055198,1,0,1,0,0.0,0.5,False,,False
M023671,1,1,0,0,1.0,0.6,False,,False
M077847,1,0,1,0,0.0,0.5,False,,False
M099988,2,2,0,0,1.0,0.7,False,,False
M027410,1,1,0,0,1.0,0.6,False,,False
M033882,1,1,0,0,1.0,0.6,False,,False
M031754,1,0,0,1,-1.0,0.4,False,,False
M029458,1,1,0,0,1.0,0.6,False,,False
M035785,1,1,0,0,1.0,0.6,False,,False
M030594,1,1,0,0,1.0,0.6,False,,False
M034828,4,4,0,0,1.0,0.8999999999999999,False,,False
M034827,3,3,0,0,1.0,0.7999999999999999,False,,False
M064489,1,1,0,0,1.0,0.6,False,,False
M029259,1,0,1,0,0.0,0.5,False,,False
M101310,1,1,0,0,1.0,0.6,False,,False
M092481,1,1,0,0,1.0,0.6,False,,False
M061079,1,0,1,0,0.0,0.5,False,,False
M056181,1,0,1,0,0.0,0.5,False,,False
M081415,2,0,2,0,0.0,0.5,False,,False
M070481,2,0,2,0,0.0,0.5,False,,False
M067428,1,1,0,0,1.0,0.6,False,,False
M082405,2,2,0,0,1.0,0.7,False,,False
M040377,1,0,1,0,0.0,0.5,False,,False
M043577,1,0,1,0,0.0,0.5,False,,False
M064548,1,1,0,0,1.0,0.6,False,,False
M070519,1,1,0,0,1.0,0.6,False,,False
M070539,1,0,1,0,0.0,0.5,False,,False
M067346,1,1,0,0,1.0,0.6,False,,False
M056682,1,0,1,0,0.0,0.5,False,,False
M001585,1,1,0,0,1.0,0.6,False,,False
M076536,1,1,0,0,1.0,0.6,False,,False
M044170,1,0,1,0,0.0,0.5,False,,False
M100437,1,1,0,0,1.0,0.6,False,,False
M029806,1,1,0,0,1.0,0.6,False,,False
M026538,2,0,0,2,-1.0,0.30000000000000004,False,,True
M031356,1,0,0,1,-1.0,0.4,False,,False
M019703,1,0,1,0,0.0,0.5,False,,False
M025730,1,0,1,0,0.0,0.5,False,,False
M018938,1,0,1,0,0.0,0.5,False,,False
M078356,2,2,0,0,1.0,0.7,False,,False
M071682,1,1,0,0,1.0,0.6,False,,False
M087364,3,0,0,3,-1.0,0.20000000000000004,True,retrieval_count=3>=N_MIN=3 and average_utility=-1.0000<=BETA=-0.2,True
M076965,1,0,1,0,0.0,0.5,False,,False
M080400,1,0,1,0,0.0,0.5,False,,False
M027034,2,2,0,0,1.0,0.7,False,,False
M026718,1,1,0,0,1.0,0.6,False,,False
M027543,1,1,0,0,1.0,0.6,False,,False
M032845,1,1,0,0,1.0,0.6,False,,False
M025826,1,1,0,0,1.0,0.6,False,,False
M020357,2,2,0,0,1.0,0.7,False,,False
M011104,1,1,0,0,1.0,0.6,False,,False
M013282,1,0,0,1,-1.0,0.4,False,,False
M013872,1,1,0,0,1.0,0.6,False,,False
M055030,1,1,0,0,1.0,0.6,False,,False
M068923,1,1,0,0,1.0,0.6,False,,False
M091828,2,2,0,0,1.0,0.7,False,,False
M074494,2,0,2,0,0.0,0.5,False,,False
M008587,1,0,1,0,0.0,0.5,False,,False
M100969,1,0,1,0,0.0,0.5,False,,False
M016769,2,2,0,0,1.0,0.7,False,,False
M006415,2,0,2,0,0.0,0.5,False,,False
M011262,4,4,0,0,1.0,0.8999999999999999,False,,False
M031951,1,0,1,0,0.0,0.5,False,,False
M015199,2,2,0,0,1.0,0.7,False,,False
M045975,2,2,0,0,1.0,0.7,False,,False
M002031,1,0,1,0,0.0,0.5,False,,False
M018841,1,0,1,0,0.0,0.5,False,,False
M013258,1,0,1,0,0.0,0.5,False,,False
M015479,1,1,0,0,1.0,0.6,False,,False
M035617,1,0,0,1,-1.0,0.4,False,,False
M035482,1,0,1,0,0.0,0.5,False,,False
M059084,1,1,0,0,1.0,0.6,False,,False
M007760,1,1,0,0,1.0,0.6,False,,False
M056397,1,1,0,0,1.0,0.6,False,,False
M050172,1,1,0,0,1.0,0.6,False,,False
M013921,1,1,0,0,1.0,0.6,False,,False
M090814,3,3,0,0,1.0,0.7999999999999999,False,,False
M096389,2,2,0,0,1.0,0.7,False,,False
M087135,2,2,0,0,1.0,0.7,False,,False
M076013,1,1,0,0,1.0,0.6,False,,False
M004347,1,0,1,0,0.0,0.5,False,,False
M061962,1,1,0,0,1.0,0.6,False,,False
M021768,1,1,0,0,1.0,0.6,False,,False
M023882,1,0,0,1,-1.0,0.4,False,,False
M081009,1,1,0,0,1.0,0.6,False,,False
M058542,2,0,0,2,-1.0,0.30000000000000004,False,,True
M060811,1,0,1,0,0.0,0.5,False,,False
M071677,1,0,0,1,-1.0,0.4,False,,False
M096971,1,0,1,0,0.0,0.5,False,,False
M044612,1,1,0,0,1.0,0.6,False,,False
M024040,1,0,0,1,-1.0,0.4,False,,False
M041749,1,1,0,0,1.0,0.6,False,,False
M060194,2,0,2,0,0.0,0.5,False,,False
M061002,2,0,2,0,0.0,0.5,False,,False
M066873,1,0,1,0,0.0,0.5,False,,False
M056739,1,0,1,0,0.0,0.5,False,,False
M048104,1,1,0,0,1.0,0.6,False,,False
M012350,2,2,0,0,1.0,0.7,False,,False
M030918,2,2,0,0,1.0,0.7,False,,False
M011060,1,1,0,0,1.0,0.6,False,,False
M015674,1,1,0,0,1.0,0.6,False,,False
M014850,2,0,0,2,-1.0,0.30000000000000004,False,,True
M090159,1,0,1,0,0.0,0.5,False,,False
M039730,2,2,0,0,1.0,0.7,False,,False
M086453,1,0,1,0,0.0,0.5,False,,False
M095921,1,0,1,0,0.0,0.5,False,,False
M053384,1,0,1,0,0.0,0.5,False,,False
M035214,1,0,0,1,-1.0,0.4,False,,False
M099614,1,1,0,0,1.0,0.6,False,,False
M027443,1,1,0,0,1.0,0.6,False,,False
M073229,1,0,1,0,0.0,0.5,False,,False
M033073,1,1,0,0,1.0,0.6,False,,False
M051746,1,1,0,0,1.0,0.6,False,,False
M060959,1,0,1,0,0.0,0.5,False,,False
M026940,1,1,0,0,1.0,0.6,False,,False
M048306,1,0,1,0,0.0,0.5,False,,False
M077205,1,0,1,0,0.0,0.5,False,,False
M100595,1,1,0,0,1.0,0.6,False,,False
M003615,1,1,0,0,1.0,0.6,False,,False
M081804,1,1,0,0,1.0,0.6,False,,False
M020930,1,1,0,0,1.0,0.6,False,,False
M004990,1,0,0,1,-1.0,0.4,False,,False
M014762,1,1,0,0,1.0,0.6,False,,False
M007775,1,0,1,0,0.0,0.5,False,,False
M026676,1,0,0,1,-1.0,0.4,False,,False
M070715,1,1,0,0,1.0,0.6,False,,False
M030109,1,1,0,0,1.0,0.6,False,,False
M090255,1,0,1,0,0.0,0.5,False,,False
M089997,1,0,1,0,0.0,0.5,False,,False
M096137,1,1,0,0,1.0,0.6,False,,False
M047901,1,1,0,0,1.0,0.6,False,,False
M085399,1,0,1,0,0.0,0.5,False,,False
M099870,1,0,1,0,0.0,0.5,False,,False
M094431,1,0,1,0,0.0,0.5,False,,False
M065880,1,0,1,0,0.0,0.5,False,,False
M067262,1,1,0,0,1.0,0.6,False,,False
M083276,1,1,0,0,1.0,0.6,False,,False
M088439,1,0,1,0,0.0,0.5,False,,False
M078634,1,0,0,1,-1.0,0.4,False,,False
M057464,1,0,1,0,0.0,0.5,False,,False
M075903,1,1,0,0,1.0,0.6,False,,False
M045578,1,1,0,0,1.0,0.6,False,,False
M043913,1,0,0,1,-1.0,0.4,False,,False
M007271,1,0,0,1,-1.0,0.4,False,,False
M005442,1,1,0,0,1.0,0.6,False,,False
M007070,1,1,0,0,1.0,0.6,False,,False
M013932,2,0,0,2,-1.0,0.30000000000000004,False,,True
M033293,1,1,0,0,1.0,0.6,False,,False
M089652,1,1,0,0,1.0,0.6,False,,False
M094080,1,1,0,0,1.0,0.6,False,,False
M091621,1,0,1,0,0.0,0.5,False,,False
M092004,1,0,1,0,0.0,0.5,False,,False
M091230,1,1,0,0,1.0,0.6,False,,False
M092927,1,1,0,0,1.0,0.6,False,,False
M095113,1,1,0,0,1.0,0.6,False,,False
M100833,1,1,0,0,1.0,0.6,False,,False
M098928,1,1,0,0,1.0,0.6,False,,False
M093838,2,0,2,0,0.0,0.5,False,,False
M003864,1,1,0,0,1.0,0.6,False,,False
M007442,1,1,0,0,1.0,0.6,False,,False
M020719,1,1,0,0,1.0,0.6,False,,False
M101618,1,1,0,0,1.0,0.6,False,,False
M078328,1,1,0,0,1.0,0.6,False,,False
M017915,1,1,0,0,1.0,0.6,False,,False
M008909,1,1,0,0,1.0,0.6,False,,False
M020831,1,0,1,0,0.0,0.5,False,,False
M032653,1,1,0,0,1.0,0.6,False,,False
M004729,1,1,0,0,1.0,0.6,False,,False
M000354,1,1,0,0,1.0,0.6,False,,False
M033274,1,0,1,0,0.0,0.5,False,,False
M001346,1,0,1,0,0.0,0.5,False,,False
M005881,1,1,0,0,1.0,0.6,False,,False
M021976,1,1,0,0,1.0,0.6,False,,False
M009827,1,1,0,0,1.0,0.6,False,,False
M030446,1,0,1,0,0.0,0.5,False,,False
M098198,1,1,0,0,1.0,0.6,False,,False
M054786,1,0,1,0,0.0,0.5,False,,False
M095010,1,1,0,0,1.0,0.6,False,,False
M086956,1,0,1,0,0.0,0.5,False,,False
M064334,1,0,1,0,0.0,0.5,False,,False
M037131,1,0,1,0,0.0,0.5,False,,False
M068835,1,1,0,0,1.0,0.6,False,,False
M059576,2,2,0,0,1.0,0.7,False,,False
M092647,2,2,0,0,1.0,0.7,False,,False
M017544,2,0,2,0,0.0,0.5,False,,False
M010018,1,1,0,0,1.0,0.6,False,,False
M003730,1,0,1,0,0.0,0.5,False,,False
M020553,1,0,1,0,0.0,0.5,False,,False
M094008,2,2,0,0,1.0,0.7,False,,False
M014442,1,1,0,0,1.0,0.6,False,,False
M048093,3,0,3,0,0.0,0.5,False,,False
M061184,2,0,2,0,0.0,0.5,False,,False
M025891,2,2,0,0,1.0,0.7,False,,False
M035452,2,2,0,0,1.0,0.7,False,,False
M044949,2,2,0,0,1.0,0.7,False,,False
M046656,1,1,0,0,1.0,0.6,False,,False
M031108,1,1,0,0,1.0,0.6,False,,False
M019439,1,0,0,1,-1.0,0.4,False,,False
M055262,1,1,0,0,1.0,0.6,False,,False
M053908,1,0,1,0,0.0,0.5,False,,False
M008058,1,1,0,0,1.0,0.6,False,,False
M061491,1,0,1,0,0.0,0.5,False,,False
M086846,1,1,0,0,1.0,0.6,False,,False
M016072,1,0,0,1,-1.0,0.4,False,,False
M097629,1,1,0,0,1.0,0.6,False,,False
M083953,1,1,0,0,1.0,0.6,False,,False
M023918,1,0,1,0,0.0,0.5,False,,False
M056775,1,0,1,0,0.0,0.5,False,,False
M080341,2,0,2,0,0.0,0.5,False,,False
M079047,1,1,0,0,1.0,0.6,False,,False
M057881,1,1,0,0,1.0,0.6,False,,False
M058675,1,1,0,0,1.0,0.6,False,,False
M010237,1,0,0,1,-1.0,0.4,False,,False
M005256,1,0,1,0,0.0,0.5,False,,False
M083124,1,1,0,0,1.0,0.6,False,,False
M064151,1,0,0,1,-1.0,0.4,False,,False
M061878,3,3,0,0,1.0,0.7999999999999999,False,,False
M082710,3,0,0,3,-1.0,0.20000000000000004,True,retrieval_count=3>=N_MIN=3 and average_utility=-1.0000<=BETA=-0.2,True
M059287,3,3,0,0,1.0,0.7999999999999999,False,,False
M052093,2,2,0,0,1.0,0.7,False,,False
M069072,2,2,0,0,1.0,0.7,False,,False
M018681,1,1,0,0,1.0,0.6,False,,False
M028828,1,1,0,0,1.0,0.6,False,,False
M019767,1,1,0,0,1.0,0.6,False,,False
M029258,1,1,0,0,1.0,0.6,False,,False
M011825,1,0,1,0,0.0,0.5,False,,False
M079333,2,2,0,0,1.0,0.7,False,,False
M056121,1,1,0,0,1.0,0.6,False,,False
M059020,1,1,0,0,1.0,0.6,False,,False
M051948,1,0,0,1,-1.0,0.4,False,,False
M037855,1,0,1,0,0.0,0.5,False,,False
M091053,1,1,0,0,1.0,0.6,False,,False
M074632,2,0,2,0,0.0,0.5,False,,False
M010288,1,1,0,0,1.0,0.6,False,,False
M056887,1,1,0,0,1.0,0.6,False,,False
M071339,2,0,2,0,0.0,0.5,False,,False
M069731,1,0,0,1,-1.0,0.4,False,,False
M076042,1,0,1,0,0.0,0.5,False,,False
M057097,1,1,0,0,1.0,0.6,False,,False
M064109,1,1,0,0,1.0,0.6,False,,False
M077220,1,1,0,0,1.0,0.6,False,,False
M027763,2,2,0,0,1.0,0.7,False,,False
M070966,1,1,0,0,1.0,0.6,False,,False
M048540,1,1,0,0,1.0,0.6,False,,False
M035948,1,0,0,1,-1.0,0.4,False,,False
M024295,1,0,0,1,-1.0,0.4,False,,False
M014930,2,0,2,0,0.0,0.5,False,,False
M021388,1,1,0,0,1.0,0.6,False,,False
M022047,1,1,0,0,1.0,0.6,False,,False
M027223,1,1,0,0,1.0,0.6,False,,False
M062596,1,0,1,0,0.0,0.5,False,,False
M002139,1,1,0,0,1.0,0.6,False,,False
M091861,1,0,1,0,0.0,0.5,False,,False
M084621,1,0,0,1,-1.0,0.4,False,,False
M039746,1,0,1,0,0.0,0.5,False,,False
M083345,1,1,0,0,1.0,0.6,False,,False
M091705,1,1,0,0,1.0,0.6,False,,False
M089455,2,2,0,0,1.0,0.7,False,,False
M084140,1,0,1,0,0.0,0.5,False,,False
M046710,1,1,0,0,1.0,0.6,False,,False
M071477,3,3,0,0,1.0,0.7999999999999999,False,,False
M091875,1,1,0,0,1.0,0.6,False,,False
M021646,1,1,0,0,1.0,0.6,False,,False
M002853,1,0,1,0,0.0,0.5,False,,False
M001296,1,0,1,0,0.0,0.5,False,,False
M015908,1,1,0,0,1.0,0.6,False,,False
M018712,1,0,1,0,0.0,0.5,False,,False
M092269,1,0,0,1,-1.0,0.4,False,,False
M075654,2,0,2,0,0.0,0.5,False,,False
M060890,1,1,0,0,1.0,0.6,False,,False
M036895,1,0,1,0,0.0,0.5,False,,False
M054598,1,0,1,0,0.0,0.5,False,,False
