memory_id,retrieval_count,positive_feedback_count,neutral_feedback_count,negative_feedback_count,average_utility,quality_score,quarantined,quarantine_reason,downgraded
M048870,1,0,1,0,0.0,0.5,False,,False
M011303,1,0,1,0,0.0,0.5,False,,False
M070831,1,1,0,0,1.0,0.6,False,,False
M079832,1,1,0,0,1.0,0.6,False,,False
M073170,1,1,0,0,1.0,0.6,False,,False
M050095,1,0,1,0,0.0,0.5,False,,False
M020767,1,0,0,1,-1.0,0.4,False,,False
M076889,1,1,0,0,1.0,0.6,False,,False
M085830,1,0,1,0,0.0,0.5,False,,False
M081871,1,0,1,0,0.0,0.5,False,,False
M024229,1,0,0,1,-1.0,0.4,False,,False
M010004,1,1,0,0,1.0,0.6,False,,False
M008095,1,1,0,0,1.0,0.6,False,,False
M037068,1,1,0,0,1.0,0.6,False,,False
M036319,1,0,0,1,-1.0,0.4,False,,False
M037225,1,1,0,0,1.0,0.6,False,,False
M060200,1,1,0,0,1.0,0.6,False,,False
M071064,1,0,0,1,-1.0,0.4,False,,False
M019910,1,1,0,0,1.0,0.6,False,,False
M031994,1,1,0,0,1.0,0.6,False,,False
M004775,1,1,0,0,1.0,0.6,False,,False
M005062,1,1,0,0,1.0,0.6,False,,False
M004672,1,1,0,0,1.0,0.6,False,,False
M025886,1,0,0,1,-1.0,0.4,False,,False
M025987,1,0,1,0,0.0,0.5,False,,False
M004646,1,0,1,0,0.0,0.5,False,,False
M009656,1,0,1,0,0.0,0.5,False,,False
M007940,1,1,0,0,1.0,0.6,False,,False
M011747,1,1,0,0,1.0,0.6,False,,False
M032026,1,1,0,0,1.0,0.6,False,,False
M004268,1,1,0,0,1.0,0.6,False,,False
M047720,1,0,1,0,0.0,0.5,False,,False
M008185,1,1,0,0,1.0,0.6,False,,False
M008156,1,1,0,0,1.0,0.6,False,,False
M018297,1,0,0,1,-1.0,0.4,False,,False
M016077,1,1,0,0,1.0,0.6,False,,False
M101040,1,1,0,0,1.0,0.6,False,,False
M062704,1,0,0,1,-1.0,0.4,False,,False
M090848,1,1,0,0,1.0,0.6,False,,False
M101597,1,1,0,0,1.0,0.6,False,,False
M090259,1,0,1,0,0.0,0.5,False,,False
M023925,1,1,0,0,1.0,0.6,False,,False
M099721,1,1,0,0,1.0,0.6,False,,False
M023228,1,1,0,0,1.0,0.6,False,,False
M056461,1,0,1,0,0.0,0.5,False,,False
M022401,1,0,0,1,-1.0,0.4,False,,False
M000954,1,0,1,0,0.0,0.5,False,,False
M024171,1,1,0,0,1.0,0.6,False,,False
M094572,1,1,0,0,1.0,0.6,False,,False
M002474,1,0,1,0,0.0,0.5,False,,False
M089871,1,0,1,0,0.0,0.5,False,,False
M029757,1,0,1,0,0.0,0.5,False,,False
M019004,1,1,0,0,1.0,0.6,False,,False
M003928,1,0,0,1,-1.0,0.4,False,,False
M003200,1,0,1,0,0.0,0.5,False,,False
M017239,1,1,0,0,1.0,0.6,False,,False
M049332,1,1,0,0,1.0,0.6,False,,False
M020432,1,1,0,0,1.0,0.6,False,,False
M083993,1,0,1,0,0.0,0.5,False,,False
M066567,1,0,1,0,0.0,0.5,False,,False
M000385,1,1,0,0,1.0,0.6,False,,False
M084122,1,1,0,0,1.0,0.6,False,,False
M026397,1,1,0,0,1.0,0.6,False,,False
M000739,1,0,1,0,0.0,0.5,False,,False
M019307,1,1,0,0,1.0,0.6,False,,False
M053198,1,1,0,0,1.0,0.6,False,,False
M055895,1,1,0,0,1.0,0.6,False,,False
M048592,1,0,1,0,0.0,0.5,False,,False
M067624,1,0,1,0,0.0,0.5,False,,False
M083105,1,0,1,0,0.0,0.5,False,,False
M023070,1,1,0,0,1.0,0.6,False,,False
M022336,1,0,1,0,0.0,0.5,False,,False
M006995,1,0,0,1,-1.0,0.4,False,,False
M041399,1,0,1,0,0.0,0.5,False,,False
M072090,1,0,0,1,-1.0,0.4,False,,False
M024943,1,1,0,0,1.0,0.6,False,,False
M032377,1,0,0,1,-1.0,0.4,False,,False
M029460,1,0,1,0,0.0,0.5,False,,False
M035153,1,0,0,1,-1.0,0.4,False,,False
M035215,1,1,0,0,1.0,0.6,False,,False
M024074,1,1,0,0,1.0,0.6,False,,False
M025916,1,1,0,0,1.0,0.6,False,,False
M025824,1,0,1,0,0.0,0.5,False,,False
M022389,1,1,0,0,1.0,0.6,False,,False
M015731,1,1,0,0,1.0,0.6,False,,False
M016797,1,0,1,0,0.0,0.5,False,,False
M064383,1,1,0,0,1.0,0.6,False,,False
M020451,1,1,0,0,1.0,0.6,False,,False
M019866,1,1,0,0,1.0,0.6,False,,False
M005866,1,1,0,0,1.0,0.6,False,,False
M039394,2,0,0,2,-1.0,0.30000000000000004,False,,True
M099280,1,0,1,0,0.0,0.5,False,,False
M049646,1,0,1,0,0.0,0.5,False,,False
M014450,1,0,0,1,-1.0,0.4,False,,False
M070329,1,1,0,0,1.0,0.6,False,,False
M013174,1,0,0,1,-1.0,0.4,False,,False
M008875,1,0,1,0,0.0,0.5,False,,False
M006549,1,0,1,0,0.0,0.5,False,,False
M006188,1,0,0,1,-1.0,0.4,False,,False
M008776,1,0,1,0,0.0,0.5,False,,False
M016640,1,1,0,0,1.0,0.6,False,,False
M044823,1,1,0,0,1.0,0.6,False,,False
M031324,1,0,1,0,0.0,0.5,False,,False
M015166,1,0,1,0,0.0,0.5,False,,False
M013110,1,1,0,0,1.0,0.6,False,,False
M089858,1,1,0,0,1.0,0.6,False,,False
M021820,1,1,0,0,1.0,0.6,False,,False
M034473,1,1,0,0,1.0,0.6,False,,False
M017318,1,1,0,0,1.0,0.6,False,,False
M091509,1,1,0,0,1.0,0.6,False,,False
M055937,1,1,0,0,1.0,0.6,False,,False
M022931,1,0,0,1,-1.0,0.4,False,,False
M051963,1,0,1,0,0.0,0.5,False,,False
M061949,1,1,0,0,1.0,0.6,False,,False
M070666,1,0,1,0,0.0,0.5,False,,False
M062011,1,1,0,0,1.0,0.6,False,,False
M041307,1,0,1,0,0.0,0.5,False,,False
M086087,1,0,0,1,-1.0,0.4,False,,False
M082950,1,1,0,0,1.0,0.6,False,,False
M038588,1,0,1,0,0.0,0.5,False,,False
M037477,1,0,0,1,-1.0,0.4,False,,False
M100619,1,1,0,0,1.0,0.6,False,,False
M081407,1,0,1,0,0.0,0.5,False,,False
M096229,1,0,1,0,0.0,0.5,False,,False
M101349,1,0,1,0,0.0,0.5,False,,False
M013219,1,1,0,0,1.0,0.6,False,,False
M070731,1,0,0,1,-1.0,0.4,False,,False
M017535,1,0,1,0,0.0,0.5,False,,False
M006066,1,1,0,0,1.0,0.6,False,,False
M075590,1,1,0,0,1.0,0.6,False,,False
M024364,1,0,1,0,0.0,0.5,False,,False
M032481,1,0,1,0,0.0,0.5,False,,False
M057664,1,0,0,1,-1.0,0.4,False,,False
M054844,1,0,0,1,-1.0,0.4,False,,False
M007645,1,1,0,0,1.0,0.6,False,,False
M025677,1,1,0,0,1.0,0.6,False,,False
M001513,1,0,1,0,0.0,0.5,False,,False
M086855,1,0,1,0,0.0,0.5,False,,False
M072994,1,0,0,1,-1.0,0.4,False,,False
M100488,1,1,0,0,1.0,0.6,False,,False
M091451,1,1,0,0,1.0,0.6,False,,False
M091303,1,1,0,0,1.0,0.6,False,,False
M059809,1,0,0,1,-1.0,0.4,False,,False
M098508,1,1,0,0,1.0,0.6,False,,False
M089810,1,0,0,1,-1.0,0.4,False,,False
M077132,1,1,0,0,1.0,0.6,False,,False
M029517,1,1,0,0,1.0,0.6,False,,False
M018782,2,0,2,0,0.0,0.5,False,,False
M035958,2,2,0,0,1.0,0.7,False,,False
M033364,1,1,0,0,1.0,0.6,False,,False
M020164,1,0,1,0,0.0,0.5,False,,False
M007661,1,0,0,1,-1.0,0.4,False,,False
M074793,1,1,0,0,1.0,0.6,False,,False
M036969,1,0,1,0,0.0,0.5,False,,False
M021638,1,0,1,0,0.0,0.5,False,,False
M036470,1,0,1,0,0.0,0.5,False,,False
M009396,1,1,0,0,1.0,0.6,False,,False
M074240,1,1,0,0,1.0,0.6,False,,False
M026109,1,0,1,0,0.0,0.5,False,,False
M041310,1,0,1,0,0.0,0.5,False,,False
M005430,1,1,0,0,1.0,0.6,False,,False
M039623,1,1,0,0,1.0,0.6,False,,False
M054083,1,1,0,0,1.0,0.6,False,,False
M084259,1,0,1,0,0.0,0.5,False,,False
M061815,1,1,0,0,1.0,0.6,False,,False
M057721,1,1,0,0,1.0,0.6,False,,False
M072403,1,1,0,0,1.0,0.6,False,,False
M016817,1,0,1,0,0.0,0.5,False,,False
M020187,1,0,1,0,0.0,0.5,False,,False
M061726,1,1,0,0,1.0,0.6,False,,False
M019052,1,1,0,0,1.0,0.6,False,,False
M031650,1,0,1,0,0.0,0.5,False,,False
M059109,1,0,0,1,-1.0,0.4,False,,False
M015745,1,0,0,1,-1.0,0.4,False,,False
M006907,1,0,1,0,0.0,0.5,False,,False
M022906,1,1,0,0,1.0,0.6,False,,False
M014664,1,0,0,1,-1.0,0.4,False,,False
M004020,1,0,1,0,0.0,0.5,False,,False
M029890,1,0,1,0,0.0,0.5,False,,False
M017733,1,1,0,0,1.0,0.6,False,,False
M030276,1,1,0,0,1.0,0.6,False,,False
M008590,1,0,0,1,-1.0,0.4,False,,False
M028036,1,1,0,0,1.0,0.6,False,,False
M008772,1,1,0,0,1.0,0.6,False,,False
M011668,1,0,1,0,0.0,0.5,False,,False
M018820,1,0,1,0,0.0,0.5,False,,False
M031092,1,1,0,0,1.0,0.6,False,,False
M022962,1,1,0,0,1.0,0.6,False,,False
M015046,1,0,1,0,0.0,0.5,False,,False
M014297,1,0,1,0,0.0,0.5,False,,False
M019829,1,0,1,0,0.0,0.5,False,,False
M061077,1,0,1,0,0.0,0.5,False,,False
M023430,1,0,1,0,0.0,0.5,False,,False
M014519,1,1,0,0,1.0,0.6,False,,False
M001960,1,0,0,1,-1.0,0.4,False,,False
M037901,1,1,0,0,1.0,0.6,False,,False
M061623,1,1,0,0,1.0,0.6,False,,False
M048975,1,1,0,0,1.0,0.6,False,,False
M037674,1,1,0,0,1.0,0.6,False,,False
M005786,1,1,0,0,1.0,0.6,False,,False
M029632,1,1,0,0,1.0,0.6,False,,False
M007145,1,1,0,0,1.0,0.6,False,,False
M026975,1,0,1,0,0.0,0.5,False,,False
M033169,1,1,0,0,1.0,0.6,False,,False
M019414,1,0,1,0,0.0,0.5,False,,False
M028698,1,1,0,0,1.0,0.6,False,,False
M046743,1,0,1,0,0.0,0.5,False,,False
M009086,1,1,0,0,1.0,0.6,False,,False
M007446,1,1,0,0,1.0,0.6,False,,False
M024170,1,1,0,0,1.0,0.6,False,,False
M016573,1,0,1,0,0.0,0.5,False,,False
M017937,1,0,1,0,0.0,0.5,False,,False
M033921,1,1,0,0,1.0,0.6,False,,False
M019063,1,1,0,0,1.0,0.6,False,,False
M024588,1,1,0,0,1.0,0.6,False,,False
M003594,1,1,0,0,1.0,0.6,False,,False
M030436,1,1,0,0,1.0,0.6,False,,False
M034936,1,0,1,0,0.0,0.5,False,,False
M031664,1,0,1,0,0.0,0.5,False,,False
M099411,1,1,0,0,1.0,0.6,False,,False
M040575,2,2,0,0,1.0,0.7,False,,False
M017695,1,1,0,0,1.0,0.6,False,,False
M041185,1,1,0,0,1.0,0.6,False,,False
M044853,1,1,0,0,1.0,0.6,False,,False
M005127,1,1,0,0,1.0,0.6,False,,False
M098681,1,1,0,0,1.0,0.6,False,,False
M002013,1,0,0,1,-1.0,0.4,False,,False
M015853,1,1,0,0,1.0,0.6,False,,False
M006662,1,0,1,0,0.0,0.5,False,,False
M023093,1,0,1,0,0.0,0.5,False,,False
M023891,1,1,0,0,1.0,0.6,False,,False
M023638,1,0,1,0,0.0,0.5,False,,False
M023207,1,1,0,0,1.0,0.6,False,,False
M022404,1,1,0,0,1.0,0.6,False,,False
M001561,1,1,0,0,1.0,0.6,False,,False
M020791,1,1,0,0,1.0,0.6,False,,False
M073610,1,0,1,0,0.0,0.5,False,,False
M076003,1,1,0,0,1.0,0.6,False,,False
M001123,1,0,0,1,-1.0,0.4,False,,False
M099404,1,1,0,0,1.0,0.6,False,,False
M006418,1,0,0,1,-1.0,0.4,False,,False
M010343,1,1,0,0,1.0,0.6,False,,False
M022413,1,1,0,0,1.0,0.6,False,,False
M042894,1,0,1,0,0.0,0.5,False,,False
M059479,1,0,0,1,-1.0,0.4,False,,False
M053522,1,1,0,0,1.0,0.6,False,,False
M061922,1,1,0,0,1.0,0.6,False,,False
M056663,1,1,0,0,1.0,0.6,False,,False
M044106,1,1,0,0,1.0,0.6,False,,False
M004543,1,0,1,0,0.0,0.5,False,,False
M015631,1,1,0,0,1.0,0.6,False,,False
M013937,1,1,0,0,1.0,0.6,False,,False
M002745,1,1,0,0,1.0,0.6,False,,False
M013712,1,1,0,0,1.0,0.6,False,,False
M086729,1,1,0,0,1.0,0.6,False,,False
M056521,1,1,0,0,1.0,0.6,False,,False
M050379,1,0,1,0,0.0,0.5,False,,False
M079918,1,0,1,0,0.0,0.5,False,,False
M021546,1,1,0,0,1.0,0.6,False,,False
M012064,1,1,0,0,1.0,0.6,False,,False
M068652,1,1,0,0,1.0,0.6,False,,False
M083945,1,0,1,0,0.0,0.5,False,,False
M091179,1,0,0,1,-1.0,0.4,False,,False
M079871,1,0,1,0,0.0,0.5,False,,False
M029351,1,0,1,0,0.0,0.5,False,,False
M041340,1,0,1,0,0.0,0.5,False,,False
M037632,1,0,1,0,0.0,0.5,False,,False
M034816,1,1,0,0,1.0,0.6,False,,False
M046989,1,0,1,0,0.0,0.5,False,,False
M028072,1,0,1,0,0.0,0.5,False,,False
M031935,1,1,0,0,1.0,0.6,False,,False
M062622,1,1,0,0,1.0,0.6,False,,False
M025806,1,1,0,0,1.0,0.6,False,,False
M020629,1,0,1,0,0.0,0.5,False,,False
M031168,1,1,0,0,1.0,0.6,False,,False
M013535,1,1,0,0,1.0,0.6,False,,False
M016285,1,0,1,0,0.0,0.5,False,,False
M081211,1,1,0,0,1.0,0.6,False,,False
M059728,1,0,0,1,-1.0,0.4,False,,False
M033081,1,0,1,0,0.0,0.5,False,,False
M085078,1,0,1,0,0.0,0.5,False,,False
M069096,1,0,1,0,0.0,0.5,False,,False
M030635,1,1,0,0,1.0,0.6,False,,False
M062601,1,0,1,0,0.0,0.5,False,,False
M050459,1,0,1,0,0.0,0.5,False,,False
M009274,1,0,1,0,0.0,0.5,False,,False
M056573,1,1,0,0,1.0,0.6,False,,False
M058195,1,0,1,0,0.0,0.5,False,,False
M023291,1,0,1,0,0.0,0.5,False,,False
M053921,1,0,1,0,0.0,0.5,False,,False
M017697,1,1,0,0,1.0,0.6,False,,False
M003674,1,0,1,0,0.0,0.5,False,,False
M041522,1,1,0,0,1.0,0.6,False,,False
M035021,1,0,1,0,0.0,0.5,False,,False
M028489,1,1,0,0,1.0,0.6,False,,False
M090468,1,1,0,0,1.0,0.6,False,,False
M006953,1,0,1,0,0.0,0.5,False,,False
M027588,1,1,0,0,1.0,0.6,False,,False
M006587,1,1,0,0,1.0,0.6,False,,False
M013362,1,0,1,0,0.0,0.5,False,,False
M042693,1,1,0,0,1.0,0.6,False,,False
M018099,1,0,1,0,0.0,0.5,False,,False
M005320,1,1,0,0,1.0,0.6,False,,False
M015018,1,0,1,0,0.0,0.5,False,,False
M016101,1,1,0,0,1.0,0.6,False,,False
M021178,1,1,0,0,1.0,0.6,False,,False
M037963,1,0,1,0,0.0,0.5,False,,False
M039268,1,0,1,0,0.0,0.5,False,,False
M048768,1,0,1,0,0.0,0.5,False,,False
M035036,1,1,0,0,1.0,0.6,False,,False
M035479,1,1,0,0,1.0,0.6,False,,False
M031390,1,0,0,1,-1.0,0.4,False,,False
M010879,1,1,0,0,1.0,0.6,False,,False
M025353,1,0,0,1,-1.0,0.4,False,,False
M035266,1,1,0,0,1.0,0.6,False,,False
M024963,1,1,0,0,1.0,0.6,False,,False
M003692,1,0,1,0,0.0,0.5,False,,False
M004346,1,1,0,0,1.0,0.6,False,,False
M088796,1,0,1,0,0.0,0.5,False,,False
M096207,1,1,0,0,1.0,0.6,False,,False
M025097,1,1,0,0,1.0,0.6,False,,False
M023350,1,1,0,0,1.0,0.6,False,,False
M030103,1,1,0,0,1.0,0.6,False,,False
M036299,1,1,0,0,1.0,0.6,False,,False
M027343,1,1,0,0,1.0,0.6,False,,False
M056153,1,1,0,0,1.0,0.6,False,,False
M031408,1,0,1,0,0.0,0.5,False,,False
M014936,1,0,1,0,0.0,0.5,False,,False
M028363,1,1,0,0,1.0,0.6,False,,False
M034060,1,1,0,0,1.0,0.6,False,,False
M028135,1,1,0,0,1.0,0.6,False,,False
M003147,1,0,1,0,0.0,0.5,False,,False
M048084,1,1,0,0,1.0,0.6,False,,False
M030381,1,1,0,0,1.0,0.6,False,,False
M045629,1,1,0,0,1.0,0.6,False,,False
M065064,1,1,0,0,1.0,0.6,False,,False
M021133,1,1,0,0,1.0,0.6,False,,False
M020458,1,1,0,0,1.0,0.6,False,,False
M055989,1,1,0,0,1.0,0.6,False,,False
M082168,1,1,0,0,1.0,0.6,False,,False
M077932,1,0,0,1,-1.0,0.4,False,,False
M097986,1,0,1,0,0.0,0.5,False,,False
M033376,1,1,0,0,1.0,0.6,False,,False
M061630,1,0,1,0,0.0,0.5,False,,False
M019975,1,0,0,1,-1.0,0.4,False,,False
M012622,1,0,0,1,-1.0,0.4,False,,False
M001352,1,1,0,0,1.0,0.6,False,,False
M021143,1,1,0,0,1.0,0.6,False,,False
M028457,1,1,0,0,1.0,0.6,False,,False
M026697,1,1,0,0,1.0,0.6,False,,False
M006197,1,1,0,0,1.0,0.6,False,,False
M031780,1,1,0,0,1.0,0.6,False,,False
M008001,1,1,0,0,1.0,0.6,False,,False
M033710,1,1,0,0,1.0,0.6,False,,False
M032627,1,1,0,0,1.0,0.6,False,,False
M001034,1,0,0,1,-1.0,0.4,False,,False
M021995,1,1,0,0,1.0,0.6,False,,False
M011289,1,1,0,0,1.0,0.6,False,,False
M031113,1,1,0,0,1.0,0.6,False,,False
M019465,1,1,0,0,1.0,0.6,False,,False
M044849,1,0,0,1,-1.0,0.4,False,,False
M038898,1,1,0,0,1.0,0.6,False,,False
M013290,1,0,1,0,0.0,0.5,False,,False
M013033,1,0,1,0,0.0,0.5,False,,False
M072556,1,0,0,1,-1.0,0.4,False,,False
M026074,1,1,0,0,1.0,0.6,False,,False
M034866,1,1,0,0,1.0,0.6,False,,False
M036410,1,1,0,0,1.0,0.6,False,,False
M028907,1,1,0,0,1.0,0.6,False,,False
M030040,1,1,0,0,1.0,0.6,False,,False
M033149,1,1,0,0,1.0,0.6,False,,False
M101113,1,1,0,0,1.0,0.6,False,,False
M024530,1,0,1,0,0.0,0.5,False,,False
M028242,1,1,0,0,1.0,0.6,False,,False
M034187,1,1,0,0,1.0,0.6,False,,False
M034569,1,0,0,1,-1.0,0.4,False,,False
M029950,1,1,0,0,1.0,0.6,False,,False
M001158,1,0,1,0,0.0,0.5,False,,False
M033144,1,0,0,1,-1.0,0.4,False,,False
M031114,1,0,0,1,-1.0,0.4,False,,False
M028512,1,0,1,0,0.0,0.5,False,,False
M031659,1,0,1,0,0.0,0.5,False,,False
M035829,1,0,0,1,-1.0,0.4,False,,False
M046988,1,0,1,0,0.0,0.5,False,,False
M011247,1,0,1,0,0.0,0.5,False,,False
M037287,1,1,0,0,1.0,0.6,False,,False
M015580,1,0,0,1,-1.0,0.4,False,,False
M046335,1,1,0,0,1.0,0.6,False,,False
M002150,1,0,1,0,0.0,0.5,False,,False
M014080,1,1,0,0,1.0,0.6,False,,False
M022250,1,1,0,0,1.0,0.6,False,,False
M093041,1,1,0,0,1.0,0.6,False,,False
M089261,1,1,0,0,1.0,0.6,False,,False
M004504,1,1,0,0,1.0,0.6,False,,False
M022710,1,1,0,0,1.0,0.6,False,,False
M037654,1,1,0,0,1.0,0.6,False,,False
M012246,1,0,1,0,0.0,0.5,False,,False
M064512,1,0,1,0,0.0,0.5,False,,False
M086009,1,1,0,0,1.0,0.6,False,,False
M014626,1,0,1,0,0.0,0.5,False,,False
M073071,1,0,0,1,-1.0,0.4,False,,False
M091671,1,0,1,0,0.0,0.5,False,,False
M068332,1,0,0,1,-1.0,0.4,False,,False
M092557,1,0,1,0,0.0,0.5,False,,False
M078340,1,0,1,0,0.0,0.5,False,,False
M075053,1,1,0,0,1.0,0.6,False,,False
M096661,1,1,0,0,1.0,0.6,False,,False
M093635,1,1,0,0,1.0,0.6,False,,False
M020036,1,1,0,0,1.0,0.6,False,,False
M047559,1,1,0,0,1.0,0.6,False,,False
M011657,1,0,1,0,0.0,0.5,False,,False
M037010,1,0,1,0,0.0,0.5,False,,False
M061556,1,1,0,0,1.0,0.6,False,,False
M037437,1,1,0,0,1.0,0.6,False,,False
M036500,1,1,0,0,1.0,0.6,False,,False
M056036,1,0,0,1,-1.0,0.4,False,,False
M071519,1,0,1,0,0.0,0.5,False,,False
M071658,1,0,0,1,-1.0,0.4,False,,False
M056335,1,0,1,0,0.0,0.5,False,,False
M057999,1,1,0,0,1.0,0.6,False,,False
M073122,1,0,1,0,0.0,0.5,False,,False
M050384,1,0,1,0,0.0,0.5,False,,False
M090919,1,1,0,0,1.0,0.6,False,,False
M037209,1,1,0,0,1.0,0.6,False,,False
M048731,1,0,0,1,-1.0,0.4,False,,False
M089308,1,0,1,0,0.0,0.5,False,,False
M015826,1,0,1,0,0.0,0.5,False,,False
M016102,1,0,0,1,-1.0,0.4,False,,False
M008943,1,0,0,1,-1.0,0.4,False,,False
M010077,1,1,0,0,1.0,0.6,False,,False
M015554,1,0,0,1,-1.0,0.4,False,,False
M064232,1,1,0,0,1.0,0.6,False,,False
M053570,1,1,0,0,1.0,0.6,False,,False
M040225,1,1,0,0,1.0,0.6,False,,False
M037109,1,1,0,0,1.0,0.6,False,,False
M045551,1,1,0,0,1.0,0.6,False,,False
M038744,1,1,0,0,1.0,0.6,False,,False
M057240,1,1,0,0,1.0,0.6,False,,False
M034777,1,0,1,0,0.0,0.5,False,,False
M041599,1,0,0,1,-1.0,0.4,False,,False
M087689,1,0,1,0,0.0,0.5,False,,False
M096215,1,1,0,0,1.0,0.6,False,,False
M045697,1,1,0,0,1.0,0.6,False,,False
M094648,1,0,1,0,0.0,0.5,False,,False
M029228,1,1,0,0,1.0,0.6,False,,False
M075026,1,1,0,0,1.0,0.6,False,,False
M038007,1,1,0,0,1.0,0.6,False,,False
M094714,1,1,0,0,1.0,0.6,False,,False
M037504,1,0,0,1,-1.0,0.4,False,,False
M046447,1,0,1,0,0.0,0.5,False,,False
M029009,1,0,1,0,0.0,0.5,False,,False
M054163,1,1,0,0,1.0,0.6,False,,False
M041486,1,0,0,1,-1.0,0.4,False,,False
M093259,1,1,0,0,1.0,0.6,False,,False
M040669,1,0,1,0,0.0,0.5,False,,False
M078637,1,1,0,0,1.0,0.6,False,,False
M071891,1,1,0,0,1.0,0.6,False,,False
M084449,1,0,1,0,0.0,0.5,False,,False
M093802,1,1,0,0,1.0,0.6,False,,False
M040487,1,1,0,0,1.0,0.6,False,,False
M083371,1,1,0,0,1.0,0.6,False,,False
M086849,1,1,0,0,1.0,0.6,False,,False
M081972,1,0,0,1,-1.0,0.4,False,,False
M067012,1,1,0,0,1.0,0.6,False,,False
M041695,1,1,0,0,1.0,0.6,False,,False
M050310,1,1,0,0,1.0,0.6,False,,False
M099457,1,1,0,0,1.0,0.6,False,,False
M083689,1,0,1,0,0.0,0.5,False,,False
M023377,1,1,0,0,1.0,0.6,False,,False
M002552,1,1,0,0,1.0,0.6,False,,False
M025719,1,1,0,0,1.0,0.6,False,,False
M024922,1,1,0,0,1.0,0.6,False,,False
M006768,1,1,0,0,1.0,0.6,False,,False
M018922,1,1,0,0,1.0,0.6,False,,False
M049257,1,1,0,0,1.0,0.6,False,,False
M019817,1,1,0,0,1.0,0.6,False,,False
M052119,1,1,0,0,1.0,0.6,False,,False
M061402,1,1,0,0,1.0,0.6,False,,False
M071694,1,1,0,0,1.0,0.6,False,,False
M091003,1,1,0,0,1.0,0.6,False,,False
M075754,1,1,0,0,1.0,0.6,False,,False
M083716,1,1,0,0,1.0,0.6,False,,False
M044456,1,0,0,1,-1.0,0.4,False,,False
M084851,1,1,0,0,1.0,0.6,False,,False
M046541,1,1,0,0,1.0,0.6,False,,False
M039470,1,0,1,0,0.0,0.5,False,,False
M058785,1,1,0,0,1.0,0.6,False,,False
M035232,1,1,0,0,1.0,0.6,False,,False
M084950,1,0,1,0,0.0,0.5,False,,False
M036902,1,0,1,0,0.0,0.5,False,,False
M029075,1,0,1,0,0.0,0.5,False,,False
M047158,1,1,0,0,1.0,0.6,False,,False
M048239,1,1,0,0,1.0,0.6,False,,False
M037669,1,1,0,0,1.0,0.6,False,,False
M042449,1,0,1,0,0.0,0.5,False,,False
M021901,1,1,0,0,1.0,0.6,False,,False
M012059,1,0,1,0,0.0,0.5,False,,False
M038155,1,0,1,0,0.0,0.5,False,,False
